order_id,order_purchase_timestamp,order_approved_at,seller_dispatch_time,customer_delivery_time
ec341caa7579b,26/08/2021 16:53,27/08/2021 17:04,Fast,Fast
20e0106949685,22/01/2022 19:22,22/01/2022 19:36,Fast,Fast
d3d678a1dd5e3,19/09/2021 22:17,20/09/2021 07:55,Fast,Fast
8447ffb1dae03,20/12/2021 23:45,22/12/2021 02:37,Fast,Fast
6a0a8b5e0867f,22/11/2021 11:32,22/11/2021 11:46,Fast,Delay
f7959fa1c9fc4,30/03/2021 07:50,30/03/2021 08:05,Fast,Fast
e346cd9a5e376,17/05/2021 08:36,17/05/2021 08:45,Fast,Fast
a6cd68f8116d3,28/01/2021 23:45,29/01/2021 01:31,Fast,Fast
e1da83bf1af54,01/07/2021 15:42,04/07/2021 04:10,Fast,Fast
af5b0626ef39d,27/09/2021 12:07,27/09/2021 12:26,Fast,Fast
9d531c4d8731f,28/11/2021 21:00,01/12/2021 09:31,Delay,Delay
8fc207690272a,26/11/2021 17:49,26/11/2021 17:58,Fast,Delay
4b3a60ce6b9f0,29/09/2021 09:32,29/09/2021 09:44,Fast,Fast
1c35ac3d6eccb,27/06/2021 23:11,27/06/2021 23:35,Fast,Fast
01a75a7c29234,23/01/2022 10:32,23/01/2022 10:59,Fast,Fast
ee0c5c80ebf85,30/01/2022 07:51,30/01/2022 08:13,Fast,Fast
35660ae0e6255,30/03/2021 14:46,30/03/2021 14:55,Fast,Fast
b01875f971bce,24/11/2021 21:55,25/11/2021 01:31,Fast,Fast
06a6625fee0a2,16/07/2021 10:27,16/07/2021 10:35,Fast,Fast
544716f4906b3,21/11/2021 12:08,21/11/2021 12:40,Fast,Fast
01855ffcf2e02,19/10/2021 15:08,19/10/2021 15:35,Fast,Fast
741fd186769b8,02/12/2021 14:28,02/12/2021 14:38,Fast,Fast
e6190d46eaec8,09/01/2022 06:37,09/01/2022 07:27,Fast,Fast
f3760819ca32e,28/03/2021 16:03,28/03/2021 16:15,Fast,Fast
e9ce529eab10a,10/07/2021 12:23,12/07/2021 02:10,Fast,Fast
aeb4c9c43bd70,20/09/2021 17:12,21/09/2021 14:44,Fast,Fast
9885ff292a3db,10/01/2022 14:18,11/01/2022 02:48,Fast,Fast
e7a651c0b81fb,26/04/2021 16:14,27/04/2021 17:22,Fast,Fast
62a12ed79bf52,27/11/2021 19:24,27/11/2021 19:39,Fast,Fast
04a59f95ed53c,26/11/2021 09:32,28/11/2021 09:35,Fast,Fast
86b376b73fa14,17/11/2021 21:14,22/11/2021 02:49,Fast,Fast
abc5ecc29a8c0,30/04/2021 22:43,30/04/2021 22:55,Fast,Fast
c3cb4c5baf05d,15/05/2021 16:29,16/05/2021 03:35,Fast,Fast
af66c4eb67d81,22/07/2021 19:16,22/07/2021 19:25,Fast,Fast
265f4ebbe7343,06/03/2021 00:14,06/03/2021 00:33,Fast,Fast
34276836c624c,04/10/2021 23:02,04/10/2021 23:14,Fast,Fast
556bbfdd444a6,21/12/2021 17:43,21/12/2021 17:56,Fast,Fast
1370fa18b7c8a,15/11/2021 13:47,15/11/2021 13:55,Fast,Fast
0dad6b9089900,02/12/2021 14:08,02/12/2021 14:17,Delay,Fast
6245aec0ea69b,11/09/2021 07:54,11/09/2021 08:10,Fast,Fast
565923cce3b51,13/01/2022 08:19,13/01/2022 08:29,Fast,Fast
232b754e634a7,26/09/2021 12:32,27/09/2021 03:35,Delay,Fast
780fe2b549596,22/04/2021 19:26,22/04/2021 19:41,Fast,Fast
ba4ddfa5605fd,18/01/2022 09:30,18/01/2022 09:38,Fast,Fast
75351e27aae57,14/03/2021 16:25,14/03/2021 16:25,Delay,Fast
64a2b2c45ad84,20/12/2021 12:30,21/12/2021 02:11,Fast,Fast
77513094a1114,04/12/2021 17:24,04/12/2021 18:30,Fast,Fast
00571db0db425,18/05/2021 20:59,18/05/2021 21:10,Fast,Fast
74ebfad690a3d,16/06/2021 00:22,16/06/2021 00:35,Fast,Fast
37104f8906808,05/07/2021 09:16,07/07/2021 02:50,Fast,Fast
37e32be539a36,08/07/2021 14:12,08/07/2021 14:25,Fast,Fast
5e99f334ed593,25/06/2021 19:30,25/06/2021 19:45,Fast,Fast
6fa20453aa32a,01/08/2021 18:52,03/08/2021 03:04,Fast,Fast
a840a708681fe,09/03/2021 22:17,09/03/2021 22:17,Fast,Fast
40001f078ab27,09/12/2021 17:27,09/12/2021 17:37,Fast,Fast
d1f54c4e971ba,27/04/2021 11:08,27/04/2021 11:22,Fast,Fast
37d6c8a3e4d88,06/12/2021 15:26,08/12/2021 02:54,Fast,Fast
f9f76dd710162,30/11/2021 22:37,01/12/2021 10:31,Fast,Fast
a03ad726c209f,05/06/2021 13:24,07/06/2021 19:42,Fast,Fast
c93e4cde8bec4,12/09/2021 16:32,12/09/2021 16:45,Fast,Fast
22d173d4f845d,27/09/2021 14:43,27/09/2021 14:56,Fast,Fast
95a74aea0d88c,16/11/2021 14:32,17/11/2021 14:25,Fast,Fast
d4931424e1196,31/01/2022 13:21,01/02/2022 13:35,Fast,Fast
a0d5b81a46272,11/01/2022 16:51,12/01/2022 02:38,Fast,Fast
cbec4593e3218,04/06/2021 10:05,04/06/2021 10:22,Fast,Fast
b88d7a4695fb8,17/07/2021 21:55,17/07/2021 22:10,Fast,Fast
6efcd939b2e7f,11/12/2021 21:43,11/12/2021 21:55,Fast,Fast
1da003ddada99,17/12/2021 19:40,17/12/2021 20:50,Fast,Fast
21c71f7af2c62,21/12/2021 04:59,22/12/2021 04:51,Fast,Fast
f175d6f0702e6,05/01/2021 13:34,07/01/2021 03:45,Delay,Fast
c2632187ef0d7,24/11/2021 16:56,28/11/2021 03:48,Delay,Fast
7835af740a3a2,24/12/2021 17:34,24/12/2021 17:48,Fast,Fast
17c2ee974eeba,29/11/2021 17:43,29/11/2021 19:16,Fast,Fast
7156f34557338,20/04/2021 16:18,20/04/2021 16:30,Fast,Fast
def6220b43eca,25/01/2022 23:13,27/01/2022 02:45,Fast,Fast
7e3e928f7dd0e,02/07/2021 20:47,02/07/2021 21:03,Fast,Fast
4d95708900ec7,23/01/2022 23:59,24/01/2022 00:16,Fast,Fast
955e2be9a861f,16/01/2022 22:34,17/01/2022 03:34,Fast,Fast
bb4f0cfbcbeb9,12/02/2021 18:48,12/02/2021 19:02,Fast,Fast
248ff7889e664,17/11/2021 13:12,17/11/2021 13:35,Fast,Fast
2d5cdcbde89a5,30/01/2022 17:36,30/01/2022 17:57,Fast,Fast
45ac1d1585166,10/01/2022 09:04,10/01/2022 10:31,Fast,Fast
51fc12b3e7740,08/02/2021 18:00,10/02/2021 02:55,Delay,Fast
c10ff236c8b0c,05/10/2021 05:23,05/10/2021 06:21,Fast,Fast
fb9b29a85e5f0,24/11/2021 14:15,24/11/2021 16:19,Delay,Delay
02aec11265286,31/08/2021 17:46,31/08/2021 18:05,Fast,Fast
2c3a5ee62d47d,22/01/2022 19:22,22/01/2022 19:36,Fast,Delay
56bd45e3d3233,28/11/2021 21:07,28/11/2021 21:17,Delay,Fast
3a830eb64822e,24/01/2022 11:40,24/01/2022 15:08,Delay,Fast
6d231a6ae82f1,11/11/2021 22:16,11/11/2021 22:30,Fast,Fast
52e54415ecac4,24/11/2021 17:37,24/11/2021 20:56,Fast,Fast
22ff7c96c2fcb,27/04/2021 10:24,27/04/2021 10:35,Fast,Fast
9f882c8d7a7ae,13/11/2021 10:07,13/11/2021 10:16,Delay,Fast
8e9e2a4a0498f,12/01/2022 19:27,12/01/2022 19:37,Fast,Fast
c0aa0e54690fd,24/07/2021 17:19,24/07/2021 17:30,Fast,Fast
c26b9443eb223,29/06/2021 00:10,29/06/2021 00:23,Fast,Fast
06ae72fee6e81,19/01/2022 21:07,20/01/2022 09:09,Fast,Fast
bd26237fd49da,21/01/2021 17:08,21/01/2021 17:22,Fast,Fast
3430766baee58,26/09/2021 11:08,26/09/2021 11:24,Fast,Fast
f04bfdc9cc0de,13/09/2021 15:07,13/09/2021 15:25,Fast,Fast
bd3e89795e2fe,07/12/2021 09:40,07/12/2021 10:31,Fast,Fast
82daeda8d181c,27/06/2021 10:45,27/06/2021 11:04,Fast,Fast
4906eef20be02,08/12/2021 04:45,12/12/2021 03:50,Fast,Delay
63797578ae8df,11/09/2021 11:50,11/09/2021 12:05,Fast,Fast
c619ac1166da4,23/05/2021 15:28,24/05/2021 15:35,Delay,Fast
31ef15cd8c1a1,29/11/2021 18:27,29/11/2021 19:31,Fast,Fast
dc4003813c658,14/01/2022 18:49,14/01/2022 18:59,Fast,Fast
09d3f976685a1,23/08/2021 15:40,23/08/2021 17:33,Fast,Fast
e3a83a13d43f4,10/09/2021 22:32,12/09/2021 04:50,Fast,Fast
16c249bb5f8e8,20/05/2021 02:48,23/05/2021 03:50,Delay,Delay
75f43320c3c49,28/07/2021 11:25,28/07/2021 11:35,Fast,Fast
bca3dc70e9e65,05/12/2021 10:34,06/12/2021 02:50,Fast,Fast
3d087f7bfdb4a,05/01/2022 11:04,05/01/2022 11:15,Fast,Fast
d7f4e2cfe01c4,26/11/2021 12:50,26/11/2021 13:14,Delay,Fast
66f6b377c4293,01/12/2021 20:39,01/12/2021 20:50,Fast,Fast
2f246e0625d2a,26/05/2021 18:35,26/05/2021 18:45,Fast,Fast
d65c171a4fef4,09/08/2021 21:43,09/08/2021 22:03,Fast,Fast
72741250d80c7,19/04/2021 13:45,21/04/2021 05:22,Fast,Fast
cedd8964f6717,17/08/2021 17:03,17/08/2021 18:05,Fast,Fast
b7e4ac1272a9c,11/10/2021 17:31,11/10/2021 17:46,Fast,Fast
3f596c1118c7c,25/11/2021 16:23,25/11/2021 16:34,Delay,Fast
6cc4ebd07b7f9,08/05/2021 12:22,08/05/2021 13:05,Fast,Delay
25d47e8fc39a1,19/12/2021 13:02,21/12/2021 02:11,Fast,Fast
cf0ac470222fa,25/10/2021 13:32,26/10/2021 03:09,Fast,Fast
43488f55d383b,31/07/2021 19:05,01/08/2021 15:15,Fast,Fast
2728202716b60,24/10/2021 14:23,26/10/2021 02:56,Fast,Fast
59d34e3683aa7,09/11/2021 21:08,09/11/2021 21:31,Fast,Fast
6f6665bdcafc6,23/02/2021 08:03,23/02/2021 08:15,Fast,Fast
db5fdb6e6fe51,17/06/2021 13:16,17/06/2021 13:25,Fast,Fast
9cf56660e8110,29/05/2021 12:35,29/05/2021 13:05,Fast,Fast
7842143f3c0f1,29/01/2022 13:38,29/01/2022 13:57,Fast,Fast
6b7c57a06625e,24/11/2021 01:34,24/11/2021 01:49,Delay,Fast
7e05645cc7de5,22/03/2021 17:25,22/03/2021 17:25,Fast,Fast
ed01ce7ea2542,06/11/2021 18:20,07/11/2021 03:31,Fast,Fast
b7a4a9200e3be,19/05/2021 18:13,20/05/2021 11:35,Delay,Fast
f099422a9c1d6,16/12/2021 13:51,16/12/2021 13:58,Fast,Fast
4f7e39865c60b,02/06/2021 14:00,02/06/2021 14:42,Fast,Fast
05387d5123e4b,06/11/2021 16:24,06/11/2021 23:31,Fast,Fast
c158e907b72e7,14/04/2021 22:06,14/04/2021 22:15,Fast,Fast
086523c3ccaf4,04/12/2021 18:26,04/12/2021 19:04,Delay,Fast
5a63a6cd61e0a,10/08/2021 19:47,12/08/2021 02:45,Fast,Fast
409e4a01eec1f,05/09/2021 18:24,07/09/2021 02:44,Fast,Fast
4fc427da01fa6,07/12/2021 20:38,07/12/2021 20:51,Fast,Fast
b0ff8f8e1a135,19/11/2021 16:12,22/11/2021 02:58,Fast,Fast
bb27f93dbb387,08/12/2021 23:41,09/12/2021 01:30,Fast,Fast
b60b537ad567a,10/05/2021 14:03,10/05/2021 14:15,Fast,Delay
db0d19dad30bc,30/11/2021 13:34,30/11/2021 13:56,Fast,Fast
da8be374ebd1a,06/04/2021 13:44,06/04/2021 13:55,Fast,Delay
c22150c34cf3b,16/07/2021 10:04,16/07/2021 10:15,Delay,Fast
6de338ad65c47,18/10/2021 16:44,18/10/2021 16:56,Fast,Fast
b8c38c1c8a679,28/08/2021 22:47,28/08/2021 22:55,Fast,Fast
21f4a36f190af,21/12/2021 20:11,21/12/2021 20:30,Fast,Fast
c186ebbc74dd7,27/11/2021 13:33,29/11/2021 13:37,Fast,Fast
e659b8cf50ca9,18/11/2021 11:30,18/11/2021 11:47,Fast,Fast
b693d62547df2,11/05/2021 09:13,11/05/2021 09:25,Fast,Fast
0f9dc9e4c58a0,27/12/2021 19:19,27/12/2021 19:29,Delay,Fast
8efc07de6ff0c,09/01/2022 11:19,09/01/2022 11:29,Fast,Fast
45ed6e9f48216,08/06/2021 21:18,08/06/2021 21:30,Fast,Fast
0bc4a9595273c,17/10/2021 18:22,17/10/2021 18:35,Fast,Fast
bb3b61770f3b1,08/09/2021 13:37,08/09/2021 13:50,Fast,Fast
78764031b16ec,17/07/2021 09:29,17/07/2021 09:43,Fast,Fast
5a0e5a4ee0086,13/06/2021 11:13,15/06/2021 03:03,Fast,Fast
0d25f15743132,04/08/2021 21:44,04/08/2021 22:04,Fast,Fast
f0a82adb7e1d4,06/10/2021 18:22,06/10/2021 18:35,Fast,Fast
721447f82ba54,05/08/2021 19:30,05/08/2021 20:05,Fast,Fast
664c5e79699ca,31/10/2021 09:59,31/10/2021 10:10,Fast,Fast
f97a6efe1cb2f,11/09/2021 09:40,12/09/2021 04:30,Fast,Fast
72344e4ae58aa,13/01/2022 15:43,13/01/2022 15:51,Fast,Fast
56ecd1065b350,12/10/2021 23:11,14/10/2021 03:46,Fast,Fast
1cb6cf834999a,29/04/2021 20:09,29/04/2021 20:22,Fast,Fast
4207ad25f72d7,09/10/2021 19:42,10/10/2021 23:09,Fast,Fast
4f7ce3e45b1f5,26/01/2022 13:32,26/01/2022 13:52,Fast,Delay
3440f089b2b6c,27/01/2021 00:34,28/01/2021 04:34,Fast,Fast
b34523738c879,18/09/2021 01:02,18/09/2021 01:15,Delay,Fast
550a01d3edbbb,03/04/2021 23:09,03/04/2021 23:22,Fast,Fast
e5a7c7f65b05b,14/09/2021 18:32,15/09/2021 02:25,Fast,Fast
f112b92bc6b2b,17/02/2021 17:37,17/02/2021 17:50,Fast,Fast
8adafb6ff9d40,25/01/2021 15:47,25/01/2021 16:02,Delay,Fast
eb270c888571b,06/12/2021 09:53,07/12/2021 03:12,Fast,Fast
a87f63f22b635,14/01/2021 15:42,14/01/2021 15:50,Fast,Fast
6e09e1fb79aae,21/05/2021 21:10,23/05/2021 04:05,Fast,Fast
b1b5b60527018,31/10/2021 21:47,02/11/2021 02:16,Fast,Fast
c3fd679f660b6,04/10/2021 17:56,04/10/2021 18:28,Fast,Fast
a57a5ba2f240e,17/01/2022 09:55,17/01/2022 10:10,Fast,Fast
5a630eb19cfe7,14/12/2021 09:06,14/12/2021 10:14,Fast,Fast
813f89263a4d3,13/04/2021 17:26,13/04/2021 17:42,Fast,Fast
27f9ffe39f526,05/07/2021 11:55,05/07/2021 17:42,Fast,Fast
f833a04a8cdf3,03/05/2021 14:31,03/05/2021 14:42,Fast,Fast
9dc8d18d30447,12/10/2021 13:33,12/10/2021 13:49,Fast,Fast
d837060da304e,13/03/2021 11:36,13/03/2021 11:36,Fast,Fast
9472d334431da,20/11/2021 16:21,21/11/2021 09:50,Fast,Delay
e81188bc0a7a2,26/11/2021 15:47,26/11/2021 15:56,Fast,Fast
b417d459f6a8f,23/12/2021 15:50,23/12/2021 15:58,Fast,Fast
f049e1ea1872e,01/12/2021 07:15,01/12/2021 11:32,Fast,Fast
e5d48f362dc57,03/12/2021 20:22,03/12/2021 20:31,Fast,Fast
40740806e2b2e,04/10/2021 11:31,04/10/2021 11:49,Fast,Fast
0fc34ef4a8b2a,02/11/2021 14:51,02/11/2021 15:10,Fast,Delay
50c7169910b1a,23/06/2021 11:23,23/06/2021 11:35,Fast,Fast
5b96fab651d08,13/02/2021 09:35,14/02/2021 04:03,Fast,Fast
b3206c2b20666,13/09/2021 20:30,13/09/2021 20:44,Fast,Fast
ea337f0f1b99e,19/03/2021 23:15,19/03/2021 23:15,Fast,Fast
c82430cd873f0,03/11/2021 12:56,07/11/2021 07:30,Fast,Fast
c36645af419f9,27/11/2021 19:41,27/11/2021 19:58,Delay,Fast
ac8580ea7f2c9,11/11/2021 12:10,11/11/2021 12:26,Fast,Fast
9d513884d13d8,20/02/2021 21:31,22/02/2021 06:50,Fast,Delay
65d7e9231ac24,04/08/2021 10:46,04/08/2021 11:03,Fast,Fast
c432ba395a2fb,02/12/2021 07:55,02/12/2021 08:59,Fast,Fast
62fe29e1ba6f3,01/01/2022 23:15,01/01/2022 23:26,Fast,Fast
7f97f0ee4e062,07/02/2021 12:01,09/02/2021 02:43,Fast,Fast
00125ca2a145f,23/03/2021 12:21,23/03/2021 13:05,Fast,Fast
98e54aae84902,26/11/2021 12:15,26/11/2021 12:34,Delay,Fast
93b82c95507ce,31/08/2021 05:31,31/08/2021 05:44,Delay,Fast
c5e754707fce3,11/02/2021 10:53,11/02/2021 11:05,Fast,Fast
0f85323f37fad,08/05/2021 14:59,10/05/2021 02:42,Fast,Fast
46c22c2b57574,06/02/2021 15:43,06/02/2021 15:55,Fast,Fast
cd864dec053b3,16/01/2022 10:02,16/01/2022 10:12,Fast,Fast
31426d6eef7eb,22/01/2022 19:19,22/01/2022 19:36,Fast,Fast
eafef0318c3b3,29/11/2021 13:03,29/11/2021 13:12,Fast,Delay
1f640571ed340,26/12/2021 02:35,27/12/2021 04:08,Fast,Fast
2ed75fa16ef5d,12/12/2021 20:54,12/12/2021 21:11,Fast,Fast
6d46f882d4eb2,26/11/2021 11:38,26/11/2021 11:54,Fast,Fast
fa859e66ded18,09/12/2021 17:13,11/12/2021 17:11,Fast,Fast
3606d05162c20,25/01/2022 19:46,25/01/2022 19:53,Fast,Delay
87386e92e4d6f,16/11/2021 23:40,16/11/2021 23:50,Fast,Fast
91bcadd6d0ef9,04/01/2022 13:14,04/01/2022 13:29,Delay,Delay
3480c6c18d9d6,17/10/2021 15:58,17/10/2021 17:14,Fast,Fast
b028c346211db,16/11/2021 16:20,16/11/2021 16:35,Fast,Fast
7845a28da1446,18/01/2022 12:35,18/01/2022 12:56,Fast,Fast
b3ceb7a8745fb,08/09/2021 14:56,09/09/2021 05:04,Fast,Fast
d44b75e530044,25/04/2021 21:33,27/04/2021 13:15,Fast,Fast
3ad682402fd96,25/01/2022 08:43,25/01/2022 08:56,Fast,Fast
df6e6496e8749,16/08/2021 08:00,16/08/2021 08:10,Fast,Fast
112f6c6206398,03/01/2022 16:29,04/01/2022 05:16,Fast,Fast
598cd418ffbe7,31/08/2021 09:31,02/09/2021 02:45,Fast,Fast
ac244954bf9a5,12/07/2021 18:45,12/07/2021 19:03,Fast,Fast
18bf03f2bab40,08/05/2021 16:31,09/05/2021 16:35,Fast,Fast
ec07553a75ed7,16/11/2021 13:18,17/11/2021 04:06,Fast,Fast
825c22ad83a3f,29/06/2021 23:08,29/06/2021 23:23,Delay,Fast
371f13f3929fb,26/08/2021 10:26,26/08/2021 10:35,Delay,Fast
6699d7fe5ed60,15/01/2022 00:14,15/01/2022 00:29,Fast,Fast
4b81491b8aebb,04/03/2021 09:55,07/03/2021 04:05,Fast,Fast
b3e2b837c3c5e,04/07/2021 23:29,05/07/2021 17:36,Fast,Fast
62fcfee196fcd,19/05/2021 14:12,19/05/2021 14:25,Fast,Fast
9db4987694be2,13/09/2021 17:53,15/09/2021 02:24,Fast,Fast
390d40f3f9e0d,20/11/2021 11:44,20/11/2021 11:56,Fast,Fast
b8bfaf2d6afaf,19/01/2022 18:07,19/01/2022 18:20,Fast,Fast
d5af7f2d37a83,31/07/2021 20:47,31/07/2021 21:15,Fast,Fast
6ac882ba0edbb,07/12/2021 15:40,12/12/2021 03:49,Fast,Fast
5e0311cd4c5ab,10/12/2021 23:35,10/12/2021 23:49,Fast,Fast
4efb9fe757265,24/07/2021 16:14,24/07/2021 16:25,Fast,Fast
f4b76d58f5b5b,27/07/2021 23:29,27/07/2021 23:45,Fast,Fast
1b5bd14f30f25,28/11/2021 08:02,29/11/2021 02:18,Fast,Fast
68a001f57a498,16/10/2021 18:26,16/10/2021 18:45,Fast,Fast
bb90b0ed50699,23/01/2022 10:15,23/01/2022 10:29,Fast,Fast
f9c8a23205354,21/09/2021 22:33,21/09/2021 22:50,Fast,Fast
2e1b280ecbb8e,20/12/2021 14:00,20/12/2021 14:31,Fast,Fast
f3d41887ac28b,10/12/2021 16:46,12/12/2021 03:36,Fast,Fast
31b15782ccee9,11/12/2021 23:18,12/12/2021 00:05,Fast,Fast
315ab79d36a42,10/03/2021 11:45,10/03/2021 11:45,Fast,Fast
9f2da0776e941,28/10/2021 21:26,28/10/2021 21:46,Delay,Fast
d396ad6fee813,03/07/2021 16:42,05/07/2021 06:44,Fast,Fast
bc024af4b4a37,28/08/2021 20:27,28/08/2021 20:44,Fast,Fast
0e31f8340bf21,17/10/2021 17:02,17/10/2021 17:46,Fast,Fast
98cc17bf9f08e,06/01/2022 21:37,06/01/2022 21:49,Fast,Fast
ea12bd82769e1,26/10/2021 20:30,26/10/2021 20:46,Fast,Fast
ba8639b48df78,22/10/2021 14:25,22/10/2021 14:49,Fast,Fast
9f035aeb6abae,20/09/2021 11:35,20/09/2021 11:50,Delay,Fast
d9a7976bb6155,04/10/2021 23:23,04/10/2021 23:35,Fast,Fast
1a08b0fdc69cb,21/01/2022 16:46,22/01/2022 13:53,Fast,Fast
f86b24bf503da,06/03/2021 21:15,06/03/2021 21:25,Delay,Fast
bac5dcaac13cd,08/07/2021 17:35,08/07/2021 17:45,Fast,Fast
01835ea1d0533,11/05/2021 21:36,11/05/2021 21:45,Fast,Fast
26e7be972911c,22/01/2022 15:24,22/01/2022 15:38,Fast,Fast
22bd66e72a312,27/12/2021 20:24,27/12/2021 20:35,Fast,Fast
9a886ad8be02e,15/04/2021 23:53,16/04/2021 01:05,Fast,Fast
f8ebe04b3eaba,11/09/2021 15:39,11/09/2021 15:50,Fast,Fast
d2741d5e6643f,25/02/2021 14:34,25/02/2021 14:50,Delay,Fast
d3068092df26d,16/09/2021 09:20,16/09/2021 09:35,Delay,Delay
cfd35572f9c3e,24/03/2021 15:50,25/03/2021 02:32,Fast,Fast
1a7ee0a96d898,31/05/2021 20:57,02/06/2021 20:05,Fast,Fast
d0d8597942b62,08/03/2021 19:55,08/03/2021 19:55,Fast,Fast
be82da12f67e8,02/05/2021 16:35,03/05/2021 14:45,Fast,Fast
e6c34313e9242,19/06/2021 18:00,19/06/2021 18:10,Fast,Fast
5f69f615b47c8,26/11/2021 11:20,26/11/2021 11:31,Fast,Fast
cafc9bc6e8a70,19/01/2022 00:48,19/01/2022 01:21,Fast,Delay
29789033a62f1,23/11/2021 14:31,23/11/2021 14:49,Fast,Fast
0bb0dd89e7160,20/06/2021 13:08,21/06/2021 02:26,Fast,Fast
e2676f9db7c26,02/08/2021 15:36,03/08/2021 03:06,Fast,Fast
a4b79d2450a11,12/10/2021 20:26,12/10/2021 20:36,Fast,Fast
376a34701def8,11/12/2021 11:50,11/12/2021 11:58,Fast,Delay
acbe078cc6ec7,18/11/2021 14:33,18/11/2021 19:06,Fast,Fast
07fbc4b0b1c52,05/07/2021 08:49,05/07/2021 17:41,Fast,Fast
6f36c95b637aa,16/12/2021 15:29,16/12/2021 15:49,Fast,Delay
b6a50db9a2454,31/08/2021 07:27,01/09/2021 02:15,Fast,Fast
6ccac0acd26e0,11/12/2021 07:50,11/12/2021 07:58,Fast,Fast
4a5cc9f2fa5d3,15/12/2021 23:33,18/12/2021 00:33,Fast,Fast
555e4d5a01b41,17/09/2021 18:52,17/09/2021 19:05,Fast,Fast
1b00c46e92f07,14/05/2021 09:36,16/05/2021 03:22,Fast,Fast
d3c64cb9b3f30,06/05/2021 11:20,06/05/2021 11:30,Fast,Fast
3d34d886ced48,30/11/2021 11:05,30/11/2021 11:13,Delay,Fast
de81107ea4cd1,10/02/2021 16:37,10/02/2021 16:50,Fast,Fast
794f778f066ed,26/11/2021 13:24,26/11/2021 13:35,Fast,Fast
75d4b061e20fd,19/11/2021 20:06,19/11/2021 20:15,Fast,Fast
b5e23169f7e16,13/11/2021 16:23,13/11/2021 16:56,Fast,Fast
afe2070052178,30/11/2021 15:27,01/12/2021 11:31,Fast,Fast
8a0b2bae9dffe,23/11/2021 22:27,23/11/2021 22:37,Fast,Delay
