order_id,payment_type,payment_installments,total_payment_value
565923cce3b51,credit_card,1,97.81
232b754e634a7,boleto_ticket,1,180.95
780fe2b549596,credit_card,5,52.51
ba4ddfa5605fd,credit_card,1,65.47
75351e27aae57,boleto_ticket,1,98.16
64a2b2c45ad84,boleto_ticket,1,40.78
77513094a1114,credit_card,2,273.27
00571db0db425,credit_card,4,389.82
74ebfad690a3d,credit_card,10,393.46
37104f8906808,boleto_ticket,1,122.22
37e32be539a36,credit_card,4,99.33
5e99f334ed593,credit_card,1,77.03
6fa20453aa32a,boleto_ticket,1,108.01
a840a708681fe,credit_card,5,305.70
40001f078ab27,credit_card,3,216.26
d1f54c4e971ba,credit_card,1,92.97
37d6c8a3e4d88,boleto_ticket,1,35.24
f9f76dd710162,credit_card,3,286.54
a03ad726c209f,"voucher, credit_card",1,78.09
c93e4cde8bec4,credit_card,7,301.19
22d173d4f845d,credit_card,10,217.78
95a74aea0d88c,credit_card,5,50.68
d4931424e1196,credit_card,6,170.10
a0d5b81a46272,boleto_ticket,1,89.88
cbec4593e3218,credit_card,3,103.55
b88d7a4695fb8,credit_card,2,46.00
6efcd939b2e7f,credit_card,2,146.44
1da003ddada99,credit_card,2,80.10
21c71f7af2c62,credit_card,3,74.16
f175d6f0702e6,boleto_ticket,1,18.62
c2632187ef0d7,boleto_ticket,1,753.94
7835af740a3a2,credit_card,2,64.09
17c2ee974eeba,credit_card,5,91.18
7156f34557338,credit_card,2,28.46
def6220b43eca,boleto_ticket,1,53.30
7e3e928f7dd0e,credit_card,4,95.21
4d95708900ec7,credit_card,3,103.50
955e2be9a861f,boleto_ticket,1,211.89
bb4f0cfbcbeb9,"voucher, credit_card",1,45.95
248ff7889e664,credit_card,1,41.69
2d5cdcbde89a5,credit_card,8,216.93
45ac1d1585166,credit_card,2,136.37
51fc12b3e7740,boleto_ticket,1,30.96
c10ff236c8b0c,credit_card,7,76.67
fb9b29a85e5f0,credit_card,5,84.43
02aec11265286,credit_card,4,210.64
2c3a5ee62d47d,credit_card,1,69.73
56bd45e3d3233,credit_card,1,76.85
3a830eb64822e,credit_card,3,207.02
6d231a6ae82f1,credit_card,1,42.27
52e54415ecac4,credit_card,8,194.06
22ff7c96c2fcb,credit_card,5,50.86
9f882c8d7a7ae,credit_card,1,102.74
8e9e2a4a0498f,credit_card,1,56.78
c0aa0e54690fd,credit_card,1,131.33
c26b9443eb223,credit_card,2,204.06
06ae72fee6e81,boleto_ticket,1,96.80
bd26237fd49da,credit_card,4,40.86
3430766baee58,credit_card,1,206.87
f04bfdc9cc0de,credit_card,1,998.49
bd3e89795e2fe,credit_card,5,61.75
82daeda8d181c,credit_card,5,96.88
4906eef20be02,boleto_ticket,1,162.25
63797578ae8df,credit_card,2,73.34
c619ac1166da4,credit_card,1,159.04
31ef15cd8c1a1,credit_card,1,34.00
dc4003813c658,"voucher, credit_card",1,-457.34
09d3f976685a1,credit_card,1,63.86
e3a83a13d43f4,boleto_ticket,1,177.36
16c249bb5f8e8,boleto_ticket,1,180.45
75f43320c3c49,credit_card,3,165.57
bca3dc70e9e65,boleto_ticket,1,101.34
3d087f7bfdb4a,credit_card,7,72.64
d7f4e2cfe01c4,"credit_card, voucher, voucher, voucher",1,90.88
66f6b377c4293,credit_card,1,85.24
2f246e0625d2a,credit_card,4,41.69
d65c171a4fef4,credit_card,9,96.02
72741250d80c7,boleto_ticket,1,83.10
cedd8964f6717,voucher,1,44.00
b7e4ac1272a9c,credit_card,5,172.42
3f596c1118c7c,credit_card,3,44.37
6cc4ebd07b7f9,credit_card,6,139.17
25d47e8fc39a1,boleto_ticket,1,190.48
cf0ac470222fa,boleto_ticket,1,33.77
43488f55d383b,"credit_card, credit_card",2,"1,718.11"
2728202716b60,boleto_ticket,1,383.98
59d34e3683aa7,"voucher, credit_card",1,97.87
6f6665bdcafc6,credit_card,1,109.26
db5fdb6e6fe51,credit_card,3,104.37
9cf56660e8110,credit_card,5,205.57
7842143f3c0f1,"credit_card, voucher",1,94.30
6b7c57a06625e,credit_card,1,79.20
7e05645cc7de5,credit_card,6,148.76
ed01ce7ea2542,credit_card,8,138.48
b7a4a9200e3be,credit_card,4,41.10
f099422a9c1d6,credit_card,7,72.68
4f7e39865c60b,credit_card,4,171.84
05387d5123e4b,credit_card,1,43.78
c158e907b72e7,credit_card,3,100.91
086523c3ccaf4,credit_card,1,82.59
5a63a6cd61e0a,boleto_ticket,1,77.66
409e4a01eec1f,boleto_ticket,1,195.92
4fc427da01fa6,credit_card,5,100.34
b0ff8f8e1a135,boleto_ticket,1,73.34
bb27f93dbb387,debit_card,1,499.40
b60b537ad567a,credit_card,1,301.30
db0d19dad30bc,credit_card,5,145.50
da8be374ebd1a,credit_card,10,"2,751.24"
c22150c34cf3b,credit_card,2,102.03
6de338ad65c47,credit_card,5,355.77
b8c38c1c8a679,credit_card,2,138.03
21f4a36f190af,credit_card,8,212.88
c186ebbc74dd7,credit_card,2,65.71
e659b8cf50ca9,credit_card,4,87.21
b693d62547df2,credit_card,5,109.31
0f9dc9e4c58a0,credit_card,4,133.35
8efc07de6ff0c,credit_card,1,49.41
45ed6e9f48216,"voucher, voucher, voucher",1,71.14
0bc4a9595273c,credit_card,7,85.52
bb3b61770f3b1,credit_card,5,272.80
78764031b16ec,credit_card,5,67.60
5a0e5a4ee0086,boleto_ticket,1,86.67
0d25f15743132,credit_card,10,374.15
f0a82adb7e1d4,credit_card,1,378.83
721447f82ba54,credit_card,2,27.98
664c5e79699ca,credit_card,1,63.98
f97a6efe1cb2f,boleto_ticket,1,44.10
72344e4ae58aa,credit_card,1,64.79
56ecd1065b350,boleto_ticket,1,86.25
1cb6cf834999a,credit_card,2,208.70
4207ad25f72d7,credit_card,4,155.14
4f7ce3e45b1f5,credit_card,10,"1,727.67"
3440f089b2b6c,boleto_ticket,1,69.45
b34523738c879,credit_card,8,299.75
550a01d3edbbb,credit_card,1,41.86
e5a7c7f65b05b,boleto_ticket,1,31.75
f112b92bc6b2b,credit_card,5,95.24
8adafb6ff9d40,credit_card,4,218.00
eb270c888571b,boleto_ticket,1,106.97
a87f63f22b635,credit_card,1,45.78
6e09e1fb79aae,boleto_ticket,1,44.09
b1b5b60527018,boleto_ticket,1,117.97
c3fd679f660b6,boleto_ticket,1,921.04
a57a5ba2f240e,credit_card,1,48.99
5a630eb19cfe7,boleto_ticket,1,164.06
813f89263a4d3,credit_card,1,42.42
27f9ffe39f526,credit_card,2,140.61
f833a04a8cdf3,credit_card,8,110.98
9dc8d18d30447,credit_card,4,916.02
d837060da304e,boleto_ticket,1,43.95
9472d334431da,"credit_card, credit_card",5,89.02
e81188bc0a7a2,credit_card,10,596.27
b417d459f6a8f,credit_card,1,75.08
f049e1ea1872e,credit_card,1,31.75
e5d48f362dc57,credit_card,1,48.71
40740806e2b2e,credit_card,1,76.17
0fc34ef4a8b2a,credit_card,2,205.07
50c7169910b1a,credit_card,1,105.28
5b96fab651d08,boleto_ticket,1,36.52
b3206c2b20666,credit_card,8,197.87
ea337f0f1b99e,credit_card,8,213.56
c82430cd873f0,boleto_ticket,1,300.76
c36645af419f9,credit_card,1,36.35
ac8580ea7f2c9,credit_card,1,36.69
9d513884d13d8,credit_card,1,192.14
65d7e9231ac24,credit_card,2,210.56
c432ba395a2fb,credit_card,3,32.94
62fe29e1ba6f3,credit_card,3,42.09
7f97f0ee4e062,boleto_ticket,1,34.86
00125ca2a145f,credit_card,1,135.41
98e54aae84902,credit_card,6,400.65
93b82c95507ce,credit_card,1,101.78
c5e754707fce3,credit_card,2,131.05
0f85323f37fad,boleto_ticket,1,783.12
46c22c2b57574,credit_card,2,139.59
cd864dec053b3,voucher,1,47.10
31426d6eef7eb,credit_card,2,92.57
eafef0318c3b3,credit_card,3,81.21
1f640571ed340,boleto_ticket,1,148.68
2ed75fa16ef5d,credit_card,2,88.37
6d46f882d4eb2,credit_card,4,62.08
fa859e66ded18,credit_card,2,145.58
3606d05162c20,credit_card,3,335.48
87386e92e4d6f,credit_card,3,53.82
91bcadd6d0ef9,credit_card,6,163.32
3480c6c18d9d6,debit_card,1,56.78
b028c346211db,credit_card,3,154.73
7845a28da1446,debit_card,1,44.09
b3ceb7a8745fb,boleto_ticket,1,183.89
d44b75e530044,boleto_ticket,1,147.64
3ad682402fd96,credit_card,1,22.38
df6e6496e8749,credit_card,2,107.78
112f6c6206398,boleto_ticket,1,119.89
598cd418ffbe7,boleto_ticket,1,587.94
ac244954bf9a5,"credit_card, voucher",1,90.28
18bf03f2bab40,credit_card,3,147.59
ec07553a75ed7,boleto_ticket,1,126.33
825c22ad83a3f,credit_card,4,87.44
371f13f3929fb,credit_card,8,665.87
6699d7fe5ed60,credit_card,1,36.69
4b81491b8aebb,boleto_ticket,1,18.76
b3e2b837c3c5e,credit_card,10,220.04
62fcfee196fcd,credit_card,7,76.08
9db4987694be2,boleto_ticket,1,62.74
390d40f3f9e0d,credit_card,2,455.29
b8bfaf2d6afaf,credit_card,2,86.02
d5af7f2d37a83,credit_card,1,220.02
6ac882ba0edbb,boleto_ticket,1,48.60
5e0311cd4c5ab,credit_card,1,70.12
4efb9fe757265,credit_card,1,64.09
f4b76d58f5b5b,credit_card,5,165.71
1b5bd14f30f25,boleto_ticket,1,46.69
68a001f57a498,credit_card,3,59.10
bb90b0ed50699,credit_card,1,307.68
f9c8a23205354,credit_card,3,73.34
2e1b280ecbb8e,credit_card,2,129.46
f3d41887ac28b,boleto_ticket,1,172.81
31b15782ccee9,credit_card,1,122.37
315ab79d36a42,credit_card,3,34.86
9f2da0776e941,credit_card,2,54.00
d396ad6fee813,boleto_ticket,1,722.05
bc024af4b4a37,credit_card,3,36.09
0e31f8340bf21,credit_card,5,104.37
98cc17bf9f08e,credit_card,1,54.09
ea12bd82769e1,credit_card,1,92.57
ba8639b48df78,credit_card,1,60.13
9f035aeb6abae,credit_card,10,295.00
d9a7976bb6155,credit_card,1,53.00
1a08b0fdc69cb,credit_card,2,83.41
f86b24bf503da,credit_card,10,226.14
bac5dcaac13cd,credit_card,1,79.24
01835ea1d0533,credit_card,1,72.14
26e7be972911c,credit_card,2,65.71
22bd66e72a312,credit_card,6,76.63
9a886ad8be02e,debit_card,1,37.86
f8ebe04b3eaba,credit_card,4,107.78
d2741d5e6643f,credit_card,1,36.77
d3068092df26d,credit_card,4,126.11
cfd35572f9c3e,boleto_ticket,1,36.77
1a7ee0a96d898,credit_card,10,278.06
d0d8597942b62,credit_card,1,48.95
be82da12f67e8,credit_card,10,163.50
e6c34313e9242,credit_card,6,64.39
5f69f615b47c8,credit_card,1,38.72
cafc9bc6e8a70,credit_card,1,55.63
29789033a62f1,credit_card,2,223.97
0bb0dd89e7160,boleto_ticket,1,54.00
e2676f9db7c26,boleto_ticket,1,343.50
a4b79d2450a11,credit_card,8,100.34
376a34701def8,credit_card,1,42.10
acbe078cc6ec7,credit_card,2,124.12
07fbc4b0b1c52,credit_card,1,116.13
6f36c95b637aa,credit_card,10,262.86
b6a50db9a2454,boleto_ticket,1,70.60
6ccac0acd26e0,credit_card,2,21.43
4a5cc9f2fa5d3,credit_card,3,176.78
555e4d5a01b41,credit_card,5,111.92
1b00c46e92f07,boleto_ticket,1,112.92
d3c64cb9b3f30,credit_card,6,339.86
3d34d886ced48,credit_card,5,106.16
de81107ea4cd1,credit_card,2,136.04
794f778f066ed,credit_card,2,36.75
75d4b061e20fd,credit_card,1,29.24
b5e23169f7e16,credit_card,9,147.16
afe2070052178,boleto_ticket,1,124.50
8a0b2bae9dffe,credit_card,10,"1,008.30"
fa4c0a57255a5,credit_card,4,125.52
1f7ef4f81e181,boleto_ticket,1,40.00
db6a3a67d43ec,credit_card,1,133.06
0daf1fd6ad7d3,credit_card,5,153.20
bb2dfed5e4467,credit_card,8,651.84
4380bb514dc8c,credit_card,1,36.00
169f627d27097,boleto_ticket,1,124.69
d0e9842c6b367,boleto_ticket,1,85.79
7d1ac741da57d,credit_card,3,35.09
4dadcd0c048e0,credit_card,1,41.43
1107e612e8bd8,credit_card,4,161.84
e9280683c0541,credit_card,1,35.69
d3ca7b65c5ea2,credit_card,2,108.51
962deb7789bc5,credit_card,1,47.74
d8e2d252e2c9e,boleto_ticket,1,99.80
c1f0e44bda1da,credit_card,4,54.10
80d36d48207c9,credit_card,5,319.99
7d219b3c06a3c,credit_card,1,105.37
c9c52a740ec78,credit_card,7,76.65
76a1eea73e9c1,credit_card,3,79.15
3ec275cf11677,credit_card,3,88.08
682fbad6bcc23,boleto_ticket,1,46.78
e897d9913ce48,"credit_card, credit_card",6,854.89
58b198a585ff3,credit_card,2,112.08
4190aba1120cc,boleto_ticket,1,211.26
0d13e35dd3c27,credit_card,7,166.70
a06c4321949ce,credit_card,2,137.04
ccd7d62aab16d,credit_card,1,22.77
919a61daeae81,debit_card,1,60.09
49e76d04ad378,credit_card,8,164.63
d118d59d631af,credit_card,1,112.10
f34362be22c93,credit_card,1,85.60
1d5b19ca7199f,credit_card,10,235.13
7209ce0a76cd1,credit_card,8,162.65
01324585f9afe,credit_card,3,215.56
f9f15e5498942,credit_card,5,112.94
d445a63d96d76,credit_card,5,225.42
bd5c9d123a067,credit_card,2,27.71
67342697ed084,boleto_ticket,1,164.71
64ea4cf35da54,credit_card,3,104.87
fbbd292772380,credit_card,3,222.38
aa2e8127078c8,credit_card,10,125.43
c0e6117b5f307,credit_card,1,43.54
a33e529aab612,credit_card,1,28.08
fdbd377d8ebba,credit_card,1,51.07
c788aec2e5483,credit_card,2,117.00
c4d55834e67f5,"voucher, voucher, credit_card",1,313.78
dd6d0f598b332,credit_card,5,"1,692.05"
18905ace2641e,boleto_ticket,1,30.53
4ef04eed6715c,credit_card,1,84.24
ca04001c2c597,"credit_card, voucher",10,757.68
305b010340018,credit_card,1,44.42
c5d58effa002d,credit_card,1,66.05
ee43d4b9c3f4e,credit_card,4,139.69
bd3f8bfde9fe8,boleto_ticket,1,43.22
5f674c9f7bc12,credit_card,1,133.46
d965c8bf75554,boleto_ticket,1,413.59
7d7b9030185f2,credit_card,4,123.38
0197cb095d2f6,boleto_ticket,1,378.91
103355eb58961,credit_card,3,139.81
d2b95889c3164,boleto_ticket,1,148.58
f3c95c10dea1c,credit_card,2,25.46
c761a8f720e27,credit_card,10,101.90
6d60ccc4e4059,credit_card,1,35.86
74634708fb635,credit_card,1,49.76
99fe1fa00e8c9,credit_card,2,206.99
03f83b18119f1,boleto_ticket,1,27.60
88c588f88ec4a,"voucher, credit_card",1,29.49
cf1bc4b2c56e7,boleto_ticket,1,71.27
46f3c7d10d9b9,credit_card,8,695.61
7ab9c58aaed81,boleto_ticket,1,22.46
20a6606710f63,credit_card,5,105.28
8e96f34c3a3a2,credit_card,1,54.33
f31211a3bda73,credit_card,1,59.68
a9b1519c0e123,credit_card,3,206.51
ddb0d228d16e9,credit_card,3,41.72
144639d725218,credit_card,8,102.64
93483f59d78dd,credit_card,2,149.14
f64426478441c,boleto_ticket,1,123.04
6c12fea7f20b2,credit_card,4,220.97
338d3978121bf,credit_card,4,81.11
a027911495e1c,credit_card,6,315.84
db23512f2cb9b,boleto_ticket,1,68.30
a678d92455e50,boleto_ticket,1,24.28
f08365c68f246,credit_card,5,317.53
53239db3d0100,credit_card,1,154.90
5634047016b66,"credit_card, voucher",1,24.35
bcdbcaeeeaf51,credit_card,1,50.95
2ba407c89b1c3,boleto_ticket,1,117.94
b2908d97c05fe,credit_card,1,61.05
bb2e642adca08,credit_card,2,257.34
39e9819976662,boleto_ticket,1,38.42
96f18222c6416,credit_card,1,91.79
eba18d79f9ae8,credit_card,1,31.77
a4175343432d7,credit_card,3,45.69
a17fec7701c0f,credit_card,1,64.42
09176335af5c2,credit_card,1,85.14
9c1bec8d1bbff,credit_card,3,36.69
0ae714855713a,boleto_ticket,1,133.02
843981c6b189b,credit_card,1,58.62
c09652192904a,boleto_ticket,1,399.25
0b50be9d1350b,credit_card,2,74.28
f2e97cd0e3eaa,credit_card,2,33.75
3bb580164fb75,credit_card,6,319.11
1c5998969a95a,credit_card,5,57.00
714e263e82274,credit_card,6,66.74
d16d35f4586d0,credit_card,3,77.75
9e5e548801ee8,credit_card,3,87.13
fd180f2a729f1,credit_card,3,31.75
90e4c7981a346,credit_card,7,102.03
c6174e325a469,credit_card,3,235.70
eb366f0b3ecec,credit_card,1,145.66
8b37f43d14a0b,credit_card,6,594.55
5a88504830616,credit_card,3,103.14
5d7f0d74a52c8,credit_card,3,67.92
97d3d82ba7dd3,credit_card,3,137.85
06ad94e9be6a5,boleto_ticket,1,76.76
99fa6545d64be,credit_card,1,95.58
efe9bd7abe613,boleto_ticket,1,61.11
2b0ff3d9aa762,credit_card,1,113.31
114e12258684d,boleto_ticket,1,161.24
db0b67108f802,boleto_ticket,1,37.68
7479965ae46a0,boleto_ticket,1,18.62
087635fdecadb,credit_card,2,85.24
2d816b3321091,credit_card,1,26.68
97fdf380ec60b,credit_card,4,81.61
bceafe4e2a074,credit_card,1,35.78
86e616df8debe,credit_card,1,40.60
dd480c784ebd2,credit_card,4,201.47
09bb353918976,credit_card,2,116.94
eb7aac51ae250,credit_card,6,328.82
939e855330fb8,credit_card,4,57.20
59a0b197d9d34,boleto_ticket,1,160.30
af42884d13709,boleto_ticket,1,100.00
0adf4c0df1ca7,credit_card,2,145.01
7e3f9fbb9bc1e,credit_card,2,224.94
32931b233321f,boleto_ticket,1,512.90
83ea47d069c94,credit_card,5,58.14
1f3fcd2076175,boleto_ticket,1,154.76
1cbcc30ca14f1,credit_card,1,14.72
ee03835a26038,credit_card,1,306.11
5711d81fb4ac9,credit_card,2,217.10
75359553e03f1,credit_card,1,209.67
06875a31bfeb0,"voucher, voucher, credit_card",1,47.68
87361456d8f3b,credit_card,1,83.69
39ca4f5b86202,credit_card,2,38.96
c92055314c03f,boleto_ticket,1,60.00
25b6b3fa6e805,credit_card,2,107.95
50c67ffbe6b78,credit_card,10,173.57
e5e7f8efdae86,credit_card,5,83.62
54c48acb07aa7,credit_card,4,111.21
0f93b2ed0c1bb,credit_card,1,77.57
5f82d835aa9b1,credit_card,9,97.87
444ebb9951bda,credit_card,3,372.72
a3a3b01f13391,credit_card,3,73.79
a829227111ed6,credit_card,10,617.69
91c75b0f8f443,credit_card,1,22.04
674b5386bd51d,credit_card,10,229.63
97c6f9050d8d7,credit_card,3,163.97
e2493d14ebbd4,credit_card,1,45.62
be6e030b7120a,credit_card,2,91.76
777ee94e45584,credit_card,4,249.70
41f5e189d9f6b,credit_card,2,312.59
cc86a6ab2bd52,boleto_ticket,1,46.01
1b4621176b49c,boleto_ticket,1,88.01
f25bdf7f7644e,credit_card,6,135.04
a14f7f11660a2,credit_card,5,99.70
51c68bac439b1,boleto_ticket,1,399.44
044d94ac35bd8,credit_card,5,65.53
00946fad7cf46,credit_card,4,232.72
c830f29aa48ca,credit_card,6,106.23
a72c972529337,credit_card,3,36.09
911ac4a63fbaa,credit_card,3,35.77
d873fae56afff,credit_card,5,228.79
4bf27cb5fd639,credit_card,8,80.65
5246f3c8cf0c2,credit_card,6,69.20
250fc7bd70e1b,credit_card,1,68.72
a3de742cd4283,credit_card,7,159.25
d2f2453506d8d,credit_card,10,296.61
49b1ad03e415d,boleto_ticket,1,144.47
ad9828ee19e05,credit_card,1,55.74
8f08b9eaf49da,credit_card,3,118.01
6a1dff9d2a7f8,credit_card,1,40.96
f3edc82a47448,credit_card,3,157.32
8368e1c3245cc,credit_card,1,77.57
5e8d0fc175e52,credit_card,10,619.34
fa2cc44c98eb2,credit_card,3,65.71
e8ba757bcf6a4,credit_card,8,304.14
38171c998ffdd,credit_card,3,139.98
511c9ce6bf067,credit_card,3,261.82
a10231e25c950,credit_card,3,74.49
241a57585f57f,credit_card,1,46.79
67ba6887258b1,credit_card,2,93.26
9a7c4a60123ab,credit_card,10,183.29
7d3d05a9eaf55,credit_card,2,211.56
45b0a64837dca,credit_card,2,189.37
c79a294414866,credit_card,1,107.28
914e96a499e57,boleto_ticket,1,85.23
a9de7554e26c5,credit_card,5,99.70
966d505d67722,boleto_ticket,1,56.69
e2366f4a6859c,boleto_ticket,1,217.06
8647ff2c08d2a,boleto_ticket,1,145.57
f64dd6a867ec1,credit_card,8,115.36
84d6d914ab871,credit_card,5,61.70
08bdbdf93806e,"voucher, credit_card",3,473.12
ceff6086b30a6,"credit_card, voucher",5,309.28
27dc635e543ef,credit_card,1,98.81
2b8cfb28fa7da,credit_card,10,251.82
b9b690fc565e2,credit_card,6,124.40
7ca4e525b4871,credit_card,1,161.08
5e4c368d069d3,boleto_ticket,1,107.87
3bc551e529e95,boleto_ticket,1,155.14
ee899531208bc,credit_card,10,210.29
4ad11011caf8b,credit_card,2,271.08
efb6d15e53a49,credit_card,3,110.08
f72c497c2fd90,credit_card,7,211.77
27b47f037dec6,credit_card,5,62.83
a7737fed3c37f,credit_card,1,68.00
62299c232004b,credit_card,3,47.13
6dab6d8ef2f5c,boleto_ticket,1,86.79
31570dddcab6b,credit_card,10,146.85
1cd4fb187095c,credit_card,3,208.48
b760d6501e649,credit_card,4,946.90
564a38c8c0ce6,"voucher, credit_card",8,164.79
798b9f8a4760e,credit_card,5,169.48
511da2d0044e5,boleto_ticket,1,63.12
34c19491174df,debit_card,1,60.33
c46deef4fc40d,credit_card,1,53.68
9b4d446fb7b7d,credit_card,1,64.00
74016eee47d4b,credit_card,5,56.96
7f63d31b9a132,credit_card,1,82.83
818789eed0933,boleto_ticket,1,44.00
b98a5ec98848e,debit_card,1,309.89
51162902a9ffd,credit_card,3,170.01
e2e87713350a0,credit_card,1,151.49
4c342ccf665ee,boleto_ticket,1,158.38
43439ccebe43c,boleto_ticket,1,81.79
f62e62b2567e4,credit_card,2,99.33
3ff220ac0e846,credit_card,3,126.92
7b6a7a9a7d4ff,credit_card,5,91.66
d288e9d902464,credit_card,1,141.35
61460b2907a1c,credit_card,3,176.16
103555b9f19ae,credit_card,4,42.68
3a25cded4a97a,credit_card,1,83.25
3faea972b5598,credit_card,3,67.77
8bb0e3a180c4f,credit_card,2,80.56
a64f8227ab689,credit_card,5,54.10
08d55c3b1810f,credit_card,6,131.02
c77409a3a8590,credit_card,1,216.83
e2eb257feea74,credit_card,1,32.30
ad1ffc54eb114,credit_card,4,48.69
d47849750535b,credit_card,1,72.14
1d0acb48fa0b1,credit_card,4,215.06
4254f0e3aa522,credit_card,5,275.11
99c0817f1f5f9,credit_card,1,64.10
9115307bd00a1,credit_card,2,72.10
114b8cf233d67,credit_card,3,36.78
8afe63205ae5e,boleto_ticket,1,119.34
5039c855e64c3,boleto_ticket,1,49.86
89b584d813feb,credit_card,3,88.62
fc6b29d62efba,credit_card,2,170.17
38dceb787336d,credit_card,1,77.57
4ceb931bda594,credit_card,4,218.08
ee64f22f91d5a,credit_card,4,114.45
6b8252cd5ff2f,credit_card,1,47.91
264050a215406,credit_card,1,590.08
5e5c2953f978f,credit_card,2,106.69
fc302987ff7fd,boleto_ticket,1,106.87
eca3004095ddf,"credit_card, credit_card",1,21.22
07a0bcda441d5,credit_card,10,166.35
1431ee6689afc,"credit_card, voucher",1,31.17
b41c4e364b73b,credit_card,1,66.69
e0c8a08c8f1ee,credit_card,8,166.40
be9544fa1d32a,credit_card,1,82.67
797b56ae7d3b2,credit_card,2,190.43
1e90a4bed9291,credit_card,1,44.00
6f545304081a3,credit_card,10,609.24
9a65fd4f73ccd,boleto_ticket,1,165.09
595f59bf3f92e,credit_card,1,26.58
3ecb66c32252c,credit_card,1,166.29
e8b79e3db249f,"credit_card, voucher",1,65.87
639b60703437b,credit_card,2,21.95
f7851f6c77c8c,boleto_ticket,1,38.64
bef90103e88cc,boleto_ticket,1,263.61
164f6106d53ba,credit_card,1,34.99
1887b2f88e80a,credit_card,8,231.45
70265e209d3c6,credit_card,1,253.38
b7a6a71327e5d,boleto_ticket,1,63.37
3262479534c6f,credit_card,3,175.86
651bd7870e429,boleto_ticket,1,253.01
ca621ce1249b9,boleto_ticket,1,85.14
a6fe43ac80d35,credit_card,3,185.03
97a00d7928b72,credit_card,1,46.77
73eb7043d2623,credit_card,1,257.77
4b7836b676d28,credit_card,1,69.53
